Time,BTC,ETH,DOGE,ADA
2017-03-01,1228.45965061368,17.2656843547633,0.0001994548915255,
2017-03-02,1262.93146738749,19.204561207481,0.0002088875360813,
2017-03-03,1289.36319111631,19.6547031858562,0.0002160156588886,
2017-03-04,1268.94066440678,18.6842248883694,0.0002106870910656,
2017-03-05,1276.27368293396,19.3011112244302,0.0002119589980518,
2017-03-06,1282.25465663355,19.7310337568673,0.0002158202456806,
2017-03-07,1234.47646206897,18.8391078433665,0.0002059717122767,
2017-03-08,1152.13938924606,16.6778201776739,0.0002045367267583,
2017-03-09,1193.45552659264,17.798087509059,0.000211623520025,
2017-03-10,1098.53014903565,19.1809420046756,0.0001955049804571,
2017-03-11,1176.822921391,21.4462162478083,0.0002086018015022,
2017-03-12,1231.74835663355,23.2196188281707,0.0002195895603315,
2017-03-13,1239.39629631794,28.5448137270602,0.0002474274699766,
2017-03-14,1246.53656487434,28.5762455482174,0.000243255891575,
2017-03-15,1258.65138147282,34.6731720058445,0.0002341249728538,
2017-03-16,1178.02075037989,44.7765893758036,0.0002297818634157,
2017-03-17,1072.08253816482,44.127845295149,0.0002101018610182,
2017-03-18,962.569056165985,32.2416653909994,0.0002177822897247,
2017-03-19,1020.22025353594,43.3432976668615,0.0002299238961894,
2017-03-20,1037.7563458796,41.8270432928112,0.0002282675787901,
2017-03-21,1111.81826358854,42.3989190461718,0.0002411196564349,
2017-03-22,1037.30257013442,41.1990631186441,0.0002352320926672,
2017-03-23,1028.17285628288,43.140975748685,0.0002345111454446,
2017-03-24,935.063496201052,52.9880817066043,0.0002595995307007,
2017-03-25,968.543329281122,50.1573111630625,0.0002919999638582,
2017-03-26,962.95805458796,50.380642766803,0.0002747772949956,
2017-03-27,1042.91919777908,48.8407655622443,0.0002454675821489,
2017-03-28,1045.16293161894,50.2165826206897,0.0002826777840805,
2017-03-29,1039.68861578025,52.9549353074226,0.0002712815572082,
2017-03-30,1037.98766142607,51.8379855821157,0.0003071572320438,
2017-03-31,1081.74353109293,50.0319167153711,0.0003347709196843,
2017-04-01,1089.52477182934,50.6856101426067,0.0003347805244614,
2017-04-02,1105.56295575687,48.7942622232613,0.0005248538979297,
2017-04-03,1144.6647710111,44.1242026744594,0.0004207867309638,
2017-04-04,1141.92191870251,44.2334705575687,0.0004286952411289,
2017-04-05,1135.81164377557,45.345952899474,0.0004386227751513,
2017-04-06,1194.59645938048,43.2308226411455,0.0004482071457077,
2017-04-07,1191.73145108124,42.4313812974869,0.0003924811863779,
2017-04-08,1184.41772033898,44.6247199088253,0.0004345335107382,
2017-04-09,1213.63413980129,43.9210733267095,0.0003849667352207,
2017-04-10,1211.64987621274,43.9867391759205,0.0003966004100076,
2017-04-11,1229.78493290473,43.9088074582116,0.0003981308329293,
2017-04-12,1216.11436785506,46.356845351841,0.0004104915509455,
2017-04-13,1172.5583396844,49.9132952574518,0.000430375374402,
2017-04-14,1174.33323354763,47.1097739795441,0.0004180283139824,
2017-04-15,1175.56218901227,49.1234506072472,0.0004209392075355,
2017-04-16,1173.6913798948,48.1771319462303,0.0004499075976388,
2017-04-17,1191.90120146113,47.8490843132671,0.0004620966824132,
2017-04-18,1202.13145803624,49.8912425108124,0.0004503980476252,
2017-04-19,1209.56090888369,48.0668974666862,0.0004459507563827,
2017-04-20,1235.80307451783,49.3441459731151,0.0004388632125828,
2017-04-21,1247.33607025132,48.5441502594974,0.0004539565537618,
2017-04-22,1243.55039257744,48.6126565376973,0.0004650056460353,
2017-04-23,1250.00148322618,48.8707930379895,0.0005284926639191,
2017-04-24,1257.23944225599,50.1052582127411,0.000507624202274,
